Overs,Mdns,Runs,Wkts,Econ,Ave,SR,Opposition,Ground,Start Date,Match_Type,Match_ID,Bowler,Player_ID
0,0,0,0,0.00,0.00,0.00,New Zealand,Kanpur,10/29/17,ODI ,3932,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,South Africa,Durban,02/01/18,ODI ,3969,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,South Africa,Centurion,02/04/18,ODI ,3970,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,South Africa,Cape Town,02/07/18,ODI ,3971,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,South Africa,Johannesburg,02/10/18,ODI ,3973,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,South Africa,Port Elizabeth,02/13/18,ODI ,3976,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,South Africa,Centurion,02/16/18,ODI ,3978,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,England,Nottingham,07/12/18,ODI ,4014,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,England,Lord's,07/14/18,ODI ,4016,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,England,Leeds,07/17/18,ODI ,4018,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,West Indies,Guwahati,10/21/18,ODI ,4056,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,West Indies,Visakhapatnam,10/24/18,ODI ,4059,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,West Indies,Pune,10/27/18,ODI ,4062,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,West Indies,Mumbai (BS),10/29/18,ODI ,4063,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,West Indies,Thiruvananthapuram,11/01/18,ODI ,4064,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Sydney,01/12/19,ODI ,4077,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Adelaide,01/15/19,ODI ,4078,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Melbourne,01/18/19,ODI ,4079,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,New Zealand,Napier,01/23/19,ODI ,4082,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,New Zealand,Mount Maunganui,01/26/19,ODI ,4085,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,New Zealand,Mount Maunganui,01/28/19,ODI ,4088,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Hyderabad (Deccan),03/02/19,ODI ,4102,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Nagpur,03/05/19,ODI ,4106,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Ranchi,03/08/19,ODI ,4109,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Mohali,03/10/19,ODI ,4111,Virat Kohli ,253802
0,0,0,0,0.00,0.00,0.00,Australia,Delhi,03/13/19,ODI ,4113,Virat Kohli ,253802
5,0,25,1,5.00,25.00,30.00,Ireland,Dublin (Malahide),05/08/15,ODI ,3650,Mark Wood,351588
10,0,48,1,4.80,48.00,60.00,New Zealand,Southampton,06/14/15,ODI ,3656,Mark Wood,351588
10,0,49,1,4.90,49.00,60.00,New Zealand,Nottingham,06/17/15,ODI ,3657,Mark Wood,351588
10,0,60,0,6.00,0.00,0.00,New Zealand,Chester0le0Street,06/20/15,ODI ,3659,Mark Wood,351588
10,0,72,1,7.20,72.00,60.00,Australia,Southampton,09/03/15,ODI ,3680,Mark Wood,351588
9,0,65,0,7.22,0.00,0.00,Australia,Leeds,09/11/15,ODI ,3683,Mark Wood,351588
5,1,25,1,5.00,25.00,30.00,Australia,Manchester,09/13/15,ODI ,3684,Mark Wood,351588
10,0,57,1,5.70,57.00,60.00,Pakistan,Southampton,08/24/16,ODI ,3770,Mark Wood,351588
10,1,46,3,4.60,15.33,20.00,Pakistan,Lord's,08/27/16,ODI ,3771,Mark Wood,351588
10,0,75,1,7.50,75.00,60.00,Pakistan,Nottingham,08/30/16,ODI ,3773,Mark Wood,351588
10,0,56,2,5.60,28.00,30.00,Pakistan,Cardiff,09/04/16,ODI ,3777,Mark Wood,351588
6,0,24,1,4.00,24.00,36.00,Ireland,Bristol,05/05/17,ODI ,3864,Mark Wood,351588
8,0,38,2,4.65,19.00,24.50,Ireland,Lord's,05/07/17,ODI ,3865,Mark Wood,351588
6,0,49,1,8.16,49.00,36.00,South Africa,Leeds,05/24/17,ODI ,3872,Mark Wood,351588
10,0,47,0,4.70,0.00,0.00,South Africa,Southampton,05/27/17,ODI ,3873,Mark Wood,351588
10,1,58,0,5.80,0.00,0.00,Bangladesh,The Oval,06/01/17,ODI ,3875,Mark Wood,351588
9,0,32,1,3.55,32.00,54.00,New Zealand,Cardiff,06/06/17,ODI ,3880,Mark Wood,351588
10,1,33,4,3.30,8.25,15.00,Australia,Birmingham,06/10/17,ODI ,3885,Mark Wood,351588
8,1,37,0,4.62,0.00,0.00,Pakistan,Cardiff,06/14/17,ODI ,3889,Mark Wood,351588
10,0,49,1,4.90,49.00,60.00,Australia,Melbourne,01/14/18,ODI ,3951,Mark Wood,351588
9,0,55,0,6.11,0.00,0.00,Australia,Brisbane,01/19/18,ODI ,3958,Mark Wood,351588
10,1,46,2,4.60,23.00,30.00,Australia,Sydney,01/21/18,ODI ,3960,Mark Wood,351588
9,0,58,1,6.44,58.00,54.00,Australia,Adelaide,01/26/18,ODI ,3966,Mark Wood,351588
6,0,36,0,6.00,0.00,0.00,New Zealand,Wellington,03/03/18,ODI ,3982,Mark Wood,351588
8,0,65,1,8.12,65.00,48.00,New Zealand,Dunedin,03/07/18,ODI ,3989,Mark Wood,351588
8,0,26,1,3.25,26.00,48.00,New Zealand,Christchurch,03/10/18,ODI ,3992,Mark Wood,351588
10,0,71,1,7.10,71.00,60.00,Scotland,Edinburgh,06/10/18,ODI ,4008,Mark Wood,351588
8,1,32,1,4.00,32.00,48.00,Australia,The Oval,06/13/18,ODI ,4009,Mark Wood,351588
9,1,57,1,6.33,57.00,54.00,Australia,Cardiff,06/16/18,ODI ,4010,Mark Wood,351588
7,0,38,0,5.42,0.00,0.00,Australia,Nottingham,06/19/18,ODI ,4011,Mark Wood,351588
9,1,49,2,5.44,24.50,27.00,Australia,Chester0le0Street,06/21/18,ODI ,4012,Mark Wood,351588
6,0,55,0,9.16,0.00,0.00,India,Nottingham,07/12/18,ODI ,4014,Mark Wood,351588
5,0,31,1,6.20,31.00,30.00,India,Lord's,07/14/18,ODI ,4016,Mark Wood,351588
10,2,30,1,3.00,30.00,60.00,India,Leeds,07/17/18,ODI ,4018,Mark Wood,351588
8,0,55,0,6.87,0.00,0.00,Sri Lanka,Colombo (RPS),10/23/18,ODI ,4058,Mark Wood,351588
7,0,49,0,7.00,0.00,0.00,West Indies,Bridgetown,02/20/19,ODI ,4096,Mark Wood,351588
10,0,38,1,3.80,38.00,60.00,West Indies,Bridgetown,02/22/19,ODI ,4097,Mark Wood,351588
0,0,0,0,0.00,0.00,0.00,West Indies,St George's,02/25/19,ODI ,4098,Mark Wood,351588
10,0,60,4,6.00,15.00,15.00,West Indies,St George's,02/27/19,ODI ,4099,Mark Wood,351588
6,0,55,2,9.16,27.50,18.00,West Indies,Gros Islet,03/02/19,ODI ,4103,Mark Wood,351588
10,0,71,2,7.10,35.50,30.00,Pakistan,Nottingham,05/17/19,ODI ,4138,Mark Wood,351588
7,0,31,1,4.42,31.00,42.00,Australia,Sydney,01/23/11,ODI ,3086,Chris Woakes,247235
10,0,45,6,4.50,7.50,10.00,Australia,Brisbane,01/30/11,ODI ,3091,Chris Woakes,247235
9,0,73,0,7.82,0.00,0.00,Australia,Sydney,02/02/11,ODI ,3094,Chris Woakes,247235
6,1,20,0,3.33,0.00,0.00,Ireland,Dublin,08/25/11,ODI ,3185,Chris Woakes,247235
0,0,0,0,0.00,0.00,0.00,South Africa,Cardiff,08/24/12,ODI ,3296,Chris Woakes,247235
6,0,35,0,5.83,0.00,0.00,South Africa,Nottingham,09/05/12,ODI ,3304,Chris Woakes,247235
9,0,60,1,6.66,60.00,54.00,India,Kochi,01/15/13,ODI ,3320,Chris Woakes,247235
9,1,45,1,5.00,45.00,54.00,India,Dharamsala,01/27/13,ODI ,3329,Chris Woakes,247235
10,0,52,2,5.20,26.00,30.00,New Zealand,Hamilton,02/17/13,ODI ,3335,Chris Woakes,247235
10,0,68,3,6.80,22.66,20.00,New Zealand,Napier,02/20/13,ODI ,3336,Chris Woakes,247235
9,0,34,1,3.77,34.00,54.00,New Zealand,Auckland,02/23/13,ODI ,3338,Chris Woakes,247235
6,0,45,0,7.50,0.00,0.00,New Zealand,Lord's,05/31/13,ODI ,3360,Chris Woakes,247235
7,0,49,0,7.00,0.00,0.00,New Zealand,Southampton,06/02/13,ODI ,3361,Chris Woakes,247235
10,1,52,4,5.20,13.00,15.00,India,Cardiff,08/27/14,ODI ,3517,Chris Woakes,247235
8,1,43,1,5.37,43.00,48.00,India,Nottingham,08/30/14,ODI ,3520,Chris Woakes,247235
4,0,40,0,10.00,0.00,0.00,India,Birmingham,09/02/14,ODI ,3523,Chris Woakes,247235
10,1,61,0,6.10,0.00,0.00,India,Leeds,09/05/14,ODI ,3525,Chris Woakes,247235
10,0,68,2,6.80,34.00,30.00,Sri Lanka,Colombo (RPS),11/26/14,ODI ,3554,Chris Woakes,247235
5,0,23,0,4.60,0.00,0.00,Sri Lanka,Colombo (RPS),11/29/14,ODI ,3557,Chris Woakes,247235
7,0,41,3,5.85,13.66,14.00,Sri Lanka,Hambantota,12/03/14,ODI ,3561,Chris Woakes,247235
9,0,53,1,5.88,53.00,54.00,Sri Lanka,Colombo (RPS),12/07/14,ODI ,3563,Chris Woakes,247235
8,0,47,6,5.87,7.83,8.00,Sri Lanka,Pallekele,12/10/14,ODI ,3565,Chris Woakes,247235
10,1,51,2,5.10,25.50,30.00,Sri Lanka,Pallekele,12/13/14,ODI ,3567,Chris Woakes,247235
9,0,71,0,7.88,0.00,0.00,Sri Lanka,Colombo (RPS),12/16/14,ODI ,3569,Chris Woakes,247235
8,1,40,4,5.00,10.00,12.00,Australia,Sydney,01/16/15,ODI ,3578,Chris Woakes,247235
7,0,35,0,5.00,0.00,0.00,India,Brisbane,01/20/15,ODI ,3586,Chris Woakes,247235
10,0,58,2,5.89,29.00,29.50,Australia,Hobart,01/23/15,ODI ,3589,Chris Woakes,247235
9,1,47,2,5.12,23.50,27.50,India,Perth,01/30/15,ODI ,3595,Chris Woakes,247235
10,0,89,0,8.90,0.00,0.00,Australia,Perth,02/01/15,ODI ,3597,Chris Woakes,247235
10,0,65,1,6.50,65.00,60.00,Australia,Melbourne,02/14/15,ODI ,3600,Chris Woakes,247235
3,1,8,2,2.66,4.00,9.00,New Zealand,Wellington,02/20/15,ODI ,3607,Chris Woakes,247235
5,0,25,2,4.68,12.50,16.00,Scotland,Christchurch,02/23/15,ODI ,3611,Chris Woakes,247235
9,0,72,0,7.71,0.00,0.00,Sri Lanka,Wellington,03/01/15,ODI ,3619,Chris Woakes,247235
10,0,64,0,6.40,0.00,0.00,Bangladesh,Adelaide,03/09/15,ODI ,3630,Chris Woakes,247235
9,0,57,0,6.33,0.00,0.00,Australia,Southampton,09/03/15,ODI ,3680,Chris Woakes,247235
8,1,37,0,4.62,0.00,0.00,Australia,Lord's,09/05/15,ODI ,3681,Chris Woakes,247235
4,0,22,0,5.50,0.00,0.00,Australia,Manchester,09/08/15,ODI ,3682,Chris Woakes,247235
8,0,40,0,4.61,0.00,0.00,Pakistan,Abu Dhabi,11/11/15,ODI ,3707,Chris Woakes,247235
8,0,33,4,4.12,8.25,12.00,Pakistan,Abu Dhabi,11/13/15,ODI ,3708,Chris Woakes,247235
10,0,40,4,4.06,10.00,14.70,Pakistan,Sharjah,11/17/15,ODI ,3710,Chris Woakes,247235
8,1,46,0,5.75,0.00,0.00,Pakistan,Dubai (DSC),11/20/15,ODI ,3712,Chris Woakes,247235
8,1,42,1,5.25,42.00,48.00,South Africa,Johannesburg,02/12/16,ODI ,3737,Chris Woakes,247235
5,0,32,0,6.40,0.00,0.00,South Africa,Cape Town,02/14/16,ODI ,3738,Chris Woakes,247235
10,0,56,2,5.60,28.00,30.00,Sri Lanka,Nottingham,06/21/16,ODI ,3751,Chris Woakes,247235
8,0,36,0,4.50,0.00,0.00,Sri Lanka,Birmingham,06/24/16,ODI ,3753,Chris Woakes,247235
10,1,34,3,3.40,11.33,20.00,Sri Lanka,Bristol,06/26/16,ODI ,3755,Chris Woakes,247235
9,0,65,0,7.22,0.00,0.00,Sri Lanka,The Oval,06/29/16,ODI ,3757,Chris Woakes,247235
9,0,36,0,4.00,0.00,0.00,Sri Lanka,Cardiff,07/02/16,ODI ,3758,Chris Woakes,247235
10,2,43,1,4.30,43.00,60.00,Pakistan,Southampton,08/24/16,ODI ,3770,Chris Woakes,247235
10,2,42,3,4.27,14.00,19.60,Pakistan,Lord's,08/27/16,ODI ,3771,Chris Woakes,247235
5,1,41,4,7.23,10.25,8.50,Pakistan,Nottingham,08/30/16,ODI ,3773,Chris Woakes,247235
7,0,47,1,6.71,47.00,42.00,Pakistan,Cardiff,09/04/16,ODI ,3777,Chris Woakes,247235
7,1,38,0,5.42,0.00,0.00,Bangladesh,Dhaka,10/07/16,ODI ,3791,Chris Woakes,247235
9,0,40,2,4.44,20.00,27.00,Bangladesh,Dhaka,10/09/16,ODI ,3793,Chris Woakes,247235
8,0,66,0,8.25,0.00,0.00,Bangladesh,Chattogram,10/12/16,ODI ,3794,Chris Woakes,247235
8,0,44,0,5.50,0.00,0.00,India,Pune,01/15/17,ODI ,3819,Chris Woakes,247235
10,3,60,4,6.00,15.00,15.00,India,Cuttack,01/19/17,ODI ,3821,Chris Woakes,247235
10,0,75,2,7.50,37.50,30.00,India,Kolkata,01/22/17,ODI ,3824,Chris Woakes,247235
9,1,47,4,5.22,11.75,13.50,West Indies,North Sound,03/03/17,ODI ,3845,Chris Woakes,247235
8,1,26,0,3.25,0.00,0.00,West Indies,North Sound,03/05/17,ODI ,3848,Chris Woakes,247235
8,1,16,3,2.00,5.33,16.00,West Indies,Bridgetown,03/09/17,ODI ,3849,Chris Woakes,247235
8,0,38,4,4.75,9.50,12.00,South Africa,Leeds,05/24/17,ODI ,3872,Chris Woakes,247235
2,1,4,0,2.00,0.00,0.00,Bangladesh,The Oval,06/01/17,ODI ,3875,Chris Woakes,247235
8,0,41,2,5.12,20.50,24.00,West Indies,Manchester,09/19/17,ODI ,3911,Chris Woakes,247235
0,0,0,0,0.00,0.00,0.00,West Indies,Nottingham,09/21/17,ODI ,3913,Chris Woakes,247235
7,1,32,0,4.57,0.00,0.00,West Indies,Bristol,09/24/17,ODI ,3915,Chris Woakes,247235
10,0,71,3,7.10,23.66,20.00,West Indies,The Oval,09/27/17,ODI ,3916,Chris Woakes,247235
10,0,65,1,6.50,65.00,60.00,Australia,Melbourne,01/14/18,ODI ,3951,Chris Woakes,247235
9,0,37,1,4.11,37.00,54.00,Australia,Brisbane,01/19/18,ODI ,3958,Chris Woakes,247235
10,0,57,2,5.70,28.50,30.00,Australia,Sydney,01/21/18,ODI ,3960,Chris Woakes,247235
7,0,36,1,5.14,36.00,42.00,Australia,Adelaide,01/26/18,ODI ,3966,Chris Woakes,247235
8,0,47,2,5.64,23.50,25.00,New Zealand,Hamilton,02/25/18,ODI ,3980,Chris Woakes,247235
7,1,42,2,5.47,21.00,23.00,New Zealand,Mount Maunganui,02/28/18,ODI ,3981,Chris Woakes,247235
10,1,40,2,4.00,20.00,30.00,New Zealand,Wellington,03/03/18,ODI ,3982,Chris Woakes,247235
8,2,42,1,5.25,42.00,48.00,New Zealand,Dunedin,03/07/18,ODI ,3989,Chris Woakes,247235
10,1,32,3,3.20,10.66,20.00,New Zealand,Christchurch,03/10/18,ODI ,3992,Chris Woakes,247235
0,0,0,0,0.00,0.00,0.00,Sri Lanka,Dambulla,10/10/18,ODI ,4052,Chris Woakes,247235
5,0,26,3,5.20,8.66,10.00,Sri Lanka,Dambulla,10/13/18,ODI ,4053,Chris Woakes,247235
4,0,37,0,9.25,0.00,0.00,Sri Lanka,Pallekele,10/17/18,ODI ,4054,Chris Woakes,247235
10,0,45,1,4.50,45.00,60.00,Sri Lanka,Pallekele,10/20/18,ODI ,4055,Chris Woakes,247235
10,0,59,2,5.90,29.50,30.00,West Indies,Bridgetown,02/20/19,ODI ,4096,Chris Woakes,247235
0,0,0,0,0.00,0.00,0.00,West Indies,St George's,02/25/19,ODI ,4098,Chris Woakes,247235
10,0,91,0,9.10,0.00,0.00,West Indies,St George's,02/27/19,ODI ,4099,Chris Woakes,247235
6,0,56,1,9.33,56.00,36.00,West Indies,Gros Islet,03/02/19,ODI ,4103,Chris Woakes,247235
5,0,19,0,3.80,0.00,0.00,Pakistan,The Oval,05/08/19,ODI ,4130,Chris Woakes,247235
9,0,72,1,8.00,72.00,54.00,Pakistan,Southampton,05/11/19,ODI ,4133,Chris Woakes,247235
10,0,67,4,6.70,16.75,15.00,Pakistan,Bristol,05/14/19,ODI ,4135,Chris Woakes,247235
4,1,17,1,4.25,17.00,24.00,Ireland,Dublin (Malahide),05/08/15,ODI ,3650,David Willey,308251
10,1,69,3,6.90,23.00,20.00,New Zealand,Southampton,06/14/15,ODI ,3656,David Willey,308251
10,0,89,2,8.90,44.50,30.00,New Zealand,Nottingham,06/17/15,ODI ,3657,David Willey,308251
10,0,50,2,5.00,25.00,30.00,New Zealand,Chester0le0Street,06/20/15,ODI ,3659,David Willey,308251
8,0,51,3,6.37,17.00,16.00,Australia,Leeds,09/11/15,ODI ,3683,David Willey,308251
6,3,13,1,2.16,13.00,36.00,Australia,Manchester,09/13/15,ODI ,3684,David Willey,308251
7,0,43,0,6.14,0.00,0.00,Pakistan,Abu Dhabi,11/11/15,ODI ,3707,David Willey,308251
8,0,25,3,3.12,8.33,16.00,Pakistan,Abu Dhabi,11/13/15,ODI ,3708,David Willey,308251
10,0,45,1,4.50,45.00,60.00,Pakistan,Sharjah,11/17/15,ODI ,3710,David Willey,308251
6,0,34,2,5.66,17.00,18.00,Pakistan,Dubai (DSC),11/20/15,ODI ,3712,David Willey,308251
5,0,30,1,6.00,30.00,30.00,South Africa,Bloemfontein,02/03/16,ODI ,3732,David Willey,308251
7,2,33,0,4.71,0.00,0.00,South Africa,Port Elizabeth,02/06/16,ODI ,3734,David Willey,308251
5,0,40,0,8.00,0.00,0.00,South Africa,Centurion,02/09/16,ODI ,3736,David Willey,308251
10,0,56,2,5.60,28.00,30.00,Sri Lanka,Nottingham,06/21/16,ODI ,3751,David Willey,308251
10,0,65,1,6.50,65.00,60.00,Sri Lanka,Birmingham,06/24/16,ODI ,3753,David Willey,308251
10,0,55,1,5.50,55.00,60.00,Sri Lanka,Bristol,06/26/16,ODI ,3755,David Willey,308251
8,0,58,2,7.25,29.00,24.00,Sri Lanka,The Oval,06/29/16,ODI ,3757,David Willey,308251
8,0,34,4,3.92,8.50,13.00,Sri Lanka,Cardiff,07/02/16,ODI ,3758,David Willey,308251
8,2,40,0,5.00,0.00,0.00,Pakistan,Leeds,09/01/16,ODI ,3775,David Willey,308251
8,2,32,0,4.00,0.00,0.00,Pakistan,Cardiff,09/04/16,ODI ,3777,David Willey,308251
7,1,46,0,6.57,0.00,0.00,Bangladesh,Dhaka,10/07/16,ODI ,3791,David Willey,308251
8,1,36,0,4.50,0.00,0.00,Bangladesh,Dhaka,10/09/16,ODI ,3793,David Willey,308251
6,0,47,2,7.83,23.50,18.00,India,Pune,01/15/17,ODI ,3819,David Willey,308251
5,0,32,0,6.40,0.00,0.00,India,Cuttack,01/19/17,ODI ,3821,David Willey,308251
2,0,8,1,4.00,8.00,12.00,India,Kolkata,01/22/17,ODI ,3824,David Willey,308251
6,0,34,1,5.66,34.00,36.00,Ireland,Bristol,05/05/17,ODI ,3864,David Willey,308251
3,0,23,0,7.66,0.00,0.00,Ireland,Lord's,05/07/17,ODI ,3865,David Willey,308251
5,0,43,0,8.89,0.00,0.00,South Africa,Lord's,05/29/17,ODI ,3874,David Willey,308251
6,0,39,1,6.50,39.00,36.00,West Indies,Manchester,09/19/17,ODI ,3911,David Willey,308251
0,0,0,0,0.00,0.00,0.00,West Indies,Nottingham,09/21/17,ODI ,3913,David Willey,308251
4,0,34,1,8.50,34.00,24.00,West Indies,Bristol,09/24/17,ODI ,3915,David Willey,308251
9,1,37,0,4.11,0.00,0.00,Australia,Perth,01/28/18,ODI ,3968,David Willey,308251
6,1,26,1,4.33,26.00,36.00,New Zealand,Hamilton,02/25/18,ODI ,3980,David Willey,308251
5,0,16,0,3.20,0.00,0.00,New Zealand,Mount Maunganui,02/28/18,ODI ,3981,David Willey,308251
10,0,72,0,7.20,0.00,0.00,Scotland,Edinburgh,06/10/18,ODI ,4008,David Willey,308251
8,0,41,1,5.12,41.00,48.00,Australia,The Oval,06/13/18,ODI ,4009,David Willey,308251
7,0,40,0,5.71,0.00,0.00,Australia,Cardiff,06/16/18,ODI ,4010,David Willey,308251
7,0,56,2,8.00,28.00,21.00,Australia,Nottingham,06/19/18,ODI ,4011,David Willey,308251
7,0,43,4,6.14,10.75,10.50,Australia,Chester0le0Street,06/21/18,ODI ,4012,David Willey,308251
5,0,25,0,5.00,0.00,0.00,India,Nottingham,07/12/18,ODI ,4014,David Willey,308251
10,0,48,2,4.80,24.00,30.00,India,Lord's,07/14/18,ODI ,4016,David Willey,308251
9,0,40,3,4.44,13.33,18.00,India,Leeds,07/17/18,ODI ,4018,David Willey,308251
6,1,26,0,4.33,0.00,0.00,Ireland,Dublin (Malahide),05/03/19,ODI ,4127,David Willey,308251
10,0,57,2,5.70,28.50,30.00,Pakistan,Southampton,05/11/19,ODI ,4133,David Willey,308251
10,0,86,1,8.60,86.00,60.00,Pakistan,Bristol,05/14/19,ODI ,4135,David Willey,308251
0,0,0,0,0.00,0.00,0.00,Ireland,Dublin,08/25/11,ODI ,3185,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,India,Chester0le0Street,09/03/11,ODI ,3186,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,India,Southampton,09/06/11,ODI ,3187,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,India,The Oval,09/09/11,ODI ,3189,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,India,Lord's,09/11/11,ODI ,3191,Ben Stokes,311158
10,0,51,0,5.10,0.00,0.00,Ireland,Dublin (Malahide),09/03/13,ODI ,3409,Ben Stokes,311158
10,0,66,0,6.60,0.00,0.00,Australia,Manchester,09/08/13,ODI ,3412,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,Australia,Birmingham,09/11/13,ODI ,3414,Ben Stokes,311158
9,1,42,1,4.66,42.00,54.00,Australia,Cardiff,09/14/13,ODI ,3415,Ben Stokes,311158
10,0,61,5,6.10,12.20,12.00,Australia,Southampton,09/16/13,ODI ,3416,Ben Stokes,311158
10,0,64,1,6.40,64.00,60.00,Australia,Melbourne,01/12/14,ODI ,3454,Ben Stokes,311158
10,0,74,1,7.40,74.00,60.00,Australia,Brisbane,01/17/14,ODI ,3455,Ben Stokes,311158
3,0,23,1,7.66,23.00,18.00,Australia,Sydney,01/19/14,ODI ,3457,Ben Stokes,311158
9,1,38,4,4.22,9.50,13.50,Australia,Perth,01/24/14,ODI ,3461,Ben Stokes,311158
10,0,43,3,4.30,14.33,20.00,Australia,Adelaide,01/26/14,ODI ,3463,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,West Indies,North Sound,02/28/14,ODI ,3477,Ben Stokes,311158
2,0,13,0,6.50,0.00,0.00,West Indies,North Sound,03/02/14,ODI ,3480,Ben Stokes,311158
4,0,21,0,5.25,0.00,0.00,West Indies,North Sound,03/05/14,ODI ,3484,Ben Stokes,311158
7,0,54,0,7.71,0.00,0.00,India,Cardiff,08/27/14,ODI ,3517,Ben Stokes,311158
6,0,31,1,5.16,31.00,36.00,India,Nottingham,08/30/14,ODI ,3520,Ben Stokes,311158
7,0,47,3,6.71,15.66,14.00,India,Leeds,09/05/14,ODI ,3525,Ben Stokes,311158
4,0,36,0,9.00,0.00,0.00,Sri Lanka,Colombo (RPS),11/26/14,ODI ,3554,Ben Stokes,311158
2,0,28,0,14.00,0.00,0.00,Sri Lanka,Hambantota,12/03/14,ODI ,3561,Ben Stokes,311158
2,0,21,0,10.50,0.00,0.00,Sri Lanka,Colombo (RPS),12/07/14,ODI ,3563,Ben Stokes,311158
4,0,28,0,7.00,0.00,0.00,New Zealand,Birmingham,06/09/15,ODI ,3654,Ben Stokes,311158
9,0,66,2,7.33,33.00,27.00,New Zealand,The Oval,06/12/15,ODI ,3655,Ben Stokes,311158
6,0,35,2,5.83,17.50,18.00,New Zealand,Southampton,06/14/15,ODI ,3656,Ben Stokes,311158
10,0,73,2,7.30,36.50,30.00,New Zealand,Nottingham,06/17/15,ODI ,3657,Ben Stokes,311158
10,0,52,3,5.20,17.33,20.00,New Zealand,Chester0le0Street,06/20/15,ODI ,3659,Ben Stokes,311158
6,0,38,0,6.33,0.00,0.00,Australia,Southampton,09/03/15,ODI ,3680,Ben Stokes,311158
9,0,60,3,6.66,20.00,18.00,Australia,Lord's,09/05/15,ODI ,3681,Ben Stokes,311158
2,0,6,0,3.00,0.00,0.00,Australia,Manchester,09/08/15,ODI ,3682,Ben Stokes,311158
5,0,25,0,5.00,0.00,0.00,Australia,Leeds,09/11/15,ODI ,3683,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,Australia,Manchester,09/13/15,ODI ,3684,Ben Stokes,311158
5,0,31,0,6.20,0.00,0.00,South Africa,Bloemfontein,02/03/16,ODI ,3732,Ben Stokes,311158
9,0,54,2,6.00,27.00,27.00,South Africa,Port Elizabeth,02/06/16,ODI ,3734,Ben Stokes,311158
8,0,54,0,6.48,0.00,0.00,South Africa,Centurion,02/09/16,ODI ,3736,Ben Stokes,311158
10,0,45,2,4.50,22.50,30.00,South Africa,Johannesburg,02/12/16,ODI ,3737,Ben Stokes,311158
5,0,34,0,6.80,0.00,0.00,South Africa,Cape Town,02/14/16,ODI ,3738,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,Pakistan,Southampton,08/24/16,ODI ,3770,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,Pakistan,Lord's,08/27/16,ODI ,3771,Ben Stokes,311158
4,0,14,1,3.50,14.00,24.00,Pakistan,Nottingham,08/30/16,ODI ,3773,Ben Stokes,311158
4,0,15,0,3.75,0.00,0.00,Pakistan,Leeds,09/01/16,ODI ,3775,Ben Stokes,311158
8,0,47,0,5.87,0.00,0.00,Pakistan,Cardiff,09/04/16,ODI ,3777,Ben Stokes,311158
5,0,37,0,7.40,0.00,0.00,Bangladesh,Dhaka,10/07/16,ODI ,3791,Ben Stokes,311158
6,1,22,1,3.66,22.00,36.00,Bangladesh,Dhaka,10/09/16,ODI ,3793,Ben Stokes,311158
5,0,24,1,4.80,24.00,30.00,Bangladesh,Chattogram,10/12/16,ODI ,3794,Ben Stokes,311158
10,0,73,2,7.30,36.50,30.00,India,Pune,01/15/17,ODI ,3819,Ben Stokes,311158
9,0,79,0,8.77,0.00,0.00,India,Cuttack,01/19/17,ODI ,3821,Ben Stokes,311158
10,0,63,3,6.30,21.00,20.00,India,Kolkata,01/22/17,ODI ,3824,Ben Stokes,311158
0,0,0,0,0.00,0.00,0.00,West Indies,North Sound,03/03/17,ODI ,3845,Ben Stokes,311158
5,0,29,1,5.80,29.00,30.00,West Indies,North Sound,03/05/17,ODI ,3848,Ben Stokes,311158
